id,Survived,Sex,Pclass,Fare,Age,SibSp,SibSp>0,Parch>0,Embarked=C,Embarked=None,Embarked=Q,Embarked=S,CabinType=A,CabinType=B,CabinType=C,CabinType=D,CabinType=E,CabinType=F,CabinType=G,CabinType=None,CabinType=T,Sex * Pclass,Sex * Fare,Sex * Age,Sex * SibSp,Sex * SibSp>0,Sex * Parch>0,Sex * Embarked=C,Sex * Embarked=None,Sex * Embarked=Q,Sex * Embarked=S,Sex * CabinType=A,Sex * CabinType=B,Sex * CabinType=C,Sex * CabinType=D,Sex * CabinType=E,Sex * CabinType=F,Sex * CabinType=G,Sex * CabinType=None,Sex * CabinType=T,Pclass * Fare,Pclass * Age,Pclass * SibSp,Pclass * SibSp>0,Pclass * Parch>0,Pclass * Embarked=C,Pclass * Embarked=None,Pclass * Embarked=Q,Pclass * Embarked=S,Pclass * CabinType=A,Pclass * CabinType=B,Pclass * CabinType=C,Pclass * CabinType=D,Pclass * CabinType=E,Pclass * CabinType=F,Pclass * CabinType=G,Pclass * CabinType=None,Pclass * CabinType=T,Fare * Age,Fare * SibSp,Fare * SibSp>0,Fare * Parch>0,Fare * Embarked=C,Fare * Embarked=None,Fare * Embarked=Q,Fare * Embarked=S,Fare * CabinType=A,Fare * CabinType=B,Fare * CabinType=C,Fare * CabinType=D,Fare * CabinType=E,Fare * CabinType=F,Fare * CabinType=G,Fare * CabinType=None,Fare * CabinType=T,Age * SibSp,Age * SibSp>0,Age * Parch>0,Age * Embarked=C,Age * Embarked=None,Age * Embarked=Q,Age * Embarked=S,Age * CabinType=A,Age * CabinType=B,Age * CabinType=C,Age * CabinType=D,Age * CabinType=E,Age * CabinType=F,Age * CabinType=G,Age * CabinType=None,Age * CabinType=T,SibSp * Parch>0,SibSp * Embarked=C,SibSp * Embarked=None,SibSp * Embarked=Q,SibSp * Embarked=S,SibSp * CabinType=A,SibSp * CabinType=B,SibSp * CabinType=C,SibSp * CabinType=D,SibSp * CabinType=E,SibSp * CabinType=F,SibSp * CabinType=G,SibSp * CabinType=None,SibSp * CabinType=T,SibSp>0 * Parch>0,SibSp>0 * Embarked=C,SibSp>0 * Embarked=None,SibSp>0 * Embarked=Q,SibSp>0 * Embarked=S,SibSp>0 * CabinType=A,SibSp>0 * CabinType=B,SibSp>0 * CabinType=C,SibSp>0 * CabinType=D,SibSp>0 * CabinType=E,SibSp>0 * CabinType=F,SibSp>0 * CabinType=G,SibSp>0 * CabinType=None,SibSp>0 * CabinType=T,Parch>0 * Embarked=C,Parch>0 * Embarked=None,Parch>0 * Embarked=Q,Parch>0 * Embarked=S,Parch>0 * CabinType=A,Parch>0 * CabinType=B,Parch>0 * CabinType=C,Parch>0 * CabinType=D,Parch>0 * CabinType=E,Parch>0 * CabinType=F,Parch>0 * CabinType=G,Parch>0 * CabinType=None,Parch>0 * CabinType=T,Embarked=C * CabinType=A,Embarked=C * CabinType=B,Embarked=C * CabinType=C,Embarked=C * CabinType=D,Embarked=C * CabinType=E,Embarked=C * CabinType=F,Embarked=C * CabinType=G,Embarked=C * CabinType=None,Embarked=C * CabinType=T,Embarked=None * CabinType=A,Embarked=None * CabinType=B,Embarked=None * CabinType=C,Embarked=None * CabinType=D,Embarked=None * CabinType=E,Embarked=None * CabinType=F,Embarked=None * CabinType=G,Embarked=None * CabinType=None,Embarked=None * CabinType=T,Embarked=Q * CabinType=A,Embarked=Q * CabinType=B,Embarked=Q * CabinType=C,Embarked=Q * CabinType=D,Embarked=Q * CabinType=E,Embarked=Q * CabinType=F,Embarked=Q * CabinType=G,Embarked=Q * CabinType=None,Embarked=Q * CabinType=T,Embarked=S * CabinType=A,Embarked=S * CabinType=B,Embarked=S * CabinType=C,Embarked=S * CabinType=D,Embarked=S * CabinType=E,Embarked=S * CabinType=F,Embarked=S * CabinType=G,Embarked=S * CabinType=None,Embarked=S * CabinType=T
428,0,0,3,7.75,29.69911764705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,89.09735294117647,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,230.16816176470584,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,1,0,3,8.05,32.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.150000000000002,96.0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,257.6,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,1,0,1,26.55,28.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,28.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,743.4,0.0,0.0,0.0,0.0,0.0,0.0,26.55,0.0,0.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,1,1,3,16.1,29.69911764705882,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,16.1,29.69911764705882,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48.300000000000004,89.09735294117647,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,478.155794117647,16.1,16.1,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,29.69911764705882,29.69911764705882,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,1,1,2,26.0,42.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,26.0,42.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52.0,84.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1092.0,26.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,0,0,3,7.125,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.375,51.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,121.125,0.0,0.0,0.0,0.0,0.0,0.0,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434,0,0,1,55.9,50.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9,50.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2795.0,55.9,55.9,0.0,0.0,0.0,0.0,55.9,0.0,0.0,0.0,0.0,55.9,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,1,1,1,120.0,14.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,120.0,14.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,120.0,14.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1680.0,120.0,120.0,120.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,0,1,3,34.375,21.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,34.375,21.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,103.125,63.0,6,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,721.875,68.75,34.375,34.375,0.0,0.0,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,0.0,42.0,21.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,1,1,2,18.75,24.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18.75,24.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,37.5,48.0,4,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,450.0,37.5,18.75,18.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,48.0,24.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,0,0,1,263.0,64.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,64.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,16832.0,263.0,263.0,263.0,0.0,0.0,0.0,263.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
439,0,0,2,10.5,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,62.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,325.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,1,1,2,26.25,45.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,26.25,45.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,52.5,90.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1181.25,26.25,26.25,26.25,0.0,0.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,45.0,45.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,0,0,3,9.5,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,60.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,0,0,3,7.775,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.325000000000003,75.0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,194.375,7.775,7.775,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,1,1,2,13.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,13.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.0,56.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,1,0,3,8.1125,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.337500000000002,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,240.9340919117647,0.0,0.0,0.0,0.0,0.0,0.0,8.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445,1,0,1,81.8583,4.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8583,4.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,327.4332,0.0,0.0,81.8583,0.0,0.0,0.0,81.8583,81.8583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446,1,1,2,19.5,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19.5,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,39.0,26.0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,253.5,0.0,0.0,19.5,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
447,1,0,1,26.55,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,902.7,0.0,0.0,0.0,0.0,0.0,0.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
448,1,1,3,19.2583,5.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,19.2583,5.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,57.774899999999995,15.0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,96.29149999999998,38.5166,19.2583,19.2583,19.2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2583,0.0,10.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1,0,1,30.5,52.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,52.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,0,0,2,27.75,36.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,72.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,999.0,27.75,27.75,27.75,0.0,0.0,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,36.0,36.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,0,0,3,19.9667,29.69911764705882,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.900099999999995,89.09735294117647,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,592.9933723235293,19.9667,19.9667,0.0,0.0,0.0,0.0,19.9667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9667,0.0,29.69911764705882,29.69911764705882,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
452,0,0,1,27.75,30.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.75,30.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,832.5,0.0,0.0,0.0,27.75,0.0,0.0,0.0,0.0,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1,0,1,89.1042,49.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1042,49.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4366.1058,89.1042,89.1042,0.0,89.1042,0.0,0.0,0.0,0.0,0.0,89.1042,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,3,8.05,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.150000000000002,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,239.0778970588235,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
455,1,0,3,7.8958,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,87.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,228.97820000000002,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
